"cod";"Materia";"cuat inicio";"cuat fin";"fecha inicio";"fecha fin";"comision";"Profesor"
"31.08";"Sistemas de Representación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Pfister, Patricia Sylvina"
"81.55";"Diagnóstico Empresario y Plan de Acción ( Trabajo Final )";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Calveiro, Gustavo Oscar"
"81.55";"Diagnóstico Empresario y Plan de Acción ( Trabajo Final )";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Alvarez, Daniel"
"81.55";"Diagnóstico Empresario y Plan de Acción ( Trabajo Final )";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Peter, Gabriela Paula"
"31.40";"Proyecto Mecánico  (Anual)";"Segundo Cuat. 2020";"Primer Cuat. 2021";"25/07/20";"23/07/21";"M";"Leslabay, Pablo Enrique"
"61.10";"Economía Internacional";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Abayu, Jorge Alejandro"
"81.31";"Análisis y Diseño de Aplicaciones Informáticas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Lucas, Ana Maria"
"81.31";"Análisis y Diseño de Aplicaciones Informáticas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Lalla, Juan Ignacio"
"94.13";"Gestión de Organizaciones Sociales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Calamante, Romina"
"31.88";"Proyecto Automotor  (Anual)";"Segundo Cuat. 2020";"Primer Cuat. 2021";"25/07/20";"23/07/21";"M";"Leslabay, Pablo Enrique"
"16.22";"Informática Médica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Argibay, María Cecilia"
"16.22";"Informática Médica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"BIO";"Lazzarino, Carlos"
"22.21";"Electromagnetismo";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Marco, Patricio Alejandro"
"22.21";"Electromagnetismo";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Dobrusin, Pablo"
"30.03";"Instalaciones Térmicas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Díaz Reyes, José"
"30.03";"Instalaciones Térmicas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Wray, Sandra Alicia"
"30.03";"Instalaciones Térmicas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Celani, Vicente Fidel"
"30.03";"Instalaciones Térmicas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Díaz Reyes, José"
"30.03";"Instalaciones Térmicas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Wray, Sandra Alicia"
"30.03";"Instalaciones Térmicas";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Celani, Vicente Fidel"
"22.33";"Microelectrónica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Cesaretti, Juan Manuel"
"22.33";"Microelectrónica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Baez, Eduardo Diocles"
"22.45";"Redes Neuronales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Selmo, Carlos"
"93.22";"Probabilidad y Estadística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"MP";"Castro Kuriss, Claudia Adriana"
"93.22";"Probabilidad y Estadística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"MP";"Buongiorno de Barugel, Claudia María Haydeé"
"93.22";"Probabilidad y Estadística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Peña, Nelly Haydee"
"93.22";"Probabilidad y Estadística";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Buongiorno de Barugel, Claudia María Haydeé"
"71.56";"Programación Básica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Fernandez, Diana Beatriz"
"71.56";"Programación Básica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Diaz, Laura Ines"
"71.56";"Programación Básica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Fernandez, Diana Beatriz"
"71.56";"Programación Básica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"D";"Olcese, Alfredo Alberto"
"71.56";"Programación Básica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"F";"Fernandez, Diana Beatriz"
"71.56";"Programación Básica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"F";"Diaz, Laura Ines"
"71.56";"Programación Básica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"G";"Fernandez, Diana Beatriz"
"71.56";"Programación Básica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"G";"Gómez, Constanza Mariel"
"71.56";"Programación Básica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"H";"Fernandez, Diana Beatriz"
"71.56";"Programación Básica";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"H";"Gómez, Constanza Mariel"
"93.58";"Álgebra";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Fages, Luciano Rodolfo"
"93.58";"Álgebra";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Noni, Maria Laura"
"71.44";"Estructura de Datos y Programación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"De Armas, Adrián"
"71.44";"Estructura de Datos y Programación";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Titiosky, Rolando"
"71.20";"Informática General";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Delgado Bolivar, Ninfa Esperanza"
"71.20";"Informática General";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Arias Roig, Ana Maria"
"71.20";"Informática General";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Mildiner, Alejandro"
"72.36";"Interacción Hombre-Computadora (HCI)";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Guerrero, Marcela Alejandra"
"72.36";"Interacción Hombre-Computadora (HCI)";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Dolagaratz, Gonzalo Matias"
"12.24";"Ingenieria de Reacciones y Reactores I";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Dwek, Martina"
"81.30";"Análisis y Modelado de Procesos de Negocios";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Imbrogno, Mariano"
"81.30";"Análisis y Modelado de Procesos de Negocios";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Hunter, Mariana Jennifer"
"81.30";"Análisis y Modelado de Procesos de Negocios";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Jolly, Pablo"
"81.30";"Análisis y Modelado de Procesos de Negocios";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Imbrogno, Mariano"
"81.30";"Análisis y Modelado de Procesos de Negocios";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Hunter, Mariana Jennifer"
"81.30";"Análisis y Modelado de Procesos de Negocios";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Jolly, Pablo"
"12.12";"Operaciones Unitarias II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Ausejo, Matías Daniel"
"12.12";"Operaciones Unitarias II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Montes, Juan Manuel"
"12.12";"Operaciones Unitarias II";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Petracci Zappala, Federico Martín"
"61.23";"Economía para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"KM";"Abayu, Jorge Alejandro"
"61.23";"Economía para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"KM";"Yáñez, Esteban Hernan"
"61.23";"Economía para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"KM";"Palandella, Mauricio Guillermo"
"61.23";"Economía para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"PQ";"Abayu, Jorge Alejandro"
"61.23";"Economía para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"PQ";"Yáñez, Esteban Hernan"
"61.23";"Economía para Ingenieros";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"PQ";"Palandella, Mauricio Guillermo"
"31.19";"Estática y Resistencia de Materiales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Porcellana, Jorge Alberto"
"31.19";"Estática y Resistencia de Materiales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Ferrari, Francisco Javier"
"31.19";"Estática y Resistencia de Materiales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Roldan, Lisandro Agustín"
"31.19";"Estática y Resistencia de Materiales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Porcellana, Jorge Alberto"
"31.19";"Estática y Resistencia de Materiales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Ferrari, Francisco Javier"
"31.19";"Estática y Resistencia de Materiales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"P";"Sarpero, Carlos Jorge"
"31.19";"Estática y Resistencia de Materiales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Porcellana, Jorge Alberto"
"31.19";"Estática y Resistencia de Materiales";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"Q";"Ferrari, Francisco Javier"
"72.92";"El Paradigma NoSQL - Bases de Datos de Grafos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Gomez, Leticia Irene"
"72.92";"El Paradigma NoSQL - Bases de Datos de Grafos";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"S";"Vaisman, Alejandro Ariel"
"10.09";"Formación para Emprendedores";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"García Poitevin, Catalina"
"10.09";"Formación para Emprendedores";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"A";"Varela Paez, Hernan Matias"
"10.09";"Formación para Emprendedores";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"García Poitevin, Catalina"
"10.09";"Formación para Emprendedores";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"B";"Varela Paez, Hernan Matias"
"31.99";"Mecatrónica Aplicada";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Fortunatti, Nelson Ariel"
"31.99";"Mecatrónica Aplicada";"Segundo Cuat. 2020";"";"25/07/20";"31/12/20";"K";"Perfumo, Lucas Alberto"
